date,txVolume(USD),adjustedTxVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,medianTxValue(USD),medianFee,averageDifficulty,paymentCount,blockSize,blockCount
2016-07-29,91052791.905,91052791.905,47243,1058220032,12.84,14082300,31939.375,45.6820482747,21508,11.0824950238,0.00042,55145824712900,32788,9554562,5979
2016-07-30,66653176.1649,66653176.1649,42011,1055409984,12.8,9047810,31641.71875,29.9904692087,20209,11.62110592,0.00042,54679107435400,31253,8733580,5981
2016-07-31,58325872.4032,58325872.4032,48749,1026310016,12.44,25441400,32219.53125,30.3715109,21058,12.4352419488,0.00042,54482543366800,36312,9557967,6029
2016-08-01,98003978.0481,98003978.0481,45978,981734976,11.89,23999500,31594.375,30.4418022721,21247,11.89,0.00042,54442484651200,31639,9303412,5961
2016-08-02,184570696.966,184570696.966,49041,903977984,10.95,88803296,31355.15625,33.9640038066,19844,11.1261021705,0.00042,50796904183600,32208,9945531,5894
2016-08-03,115753559.142,115753559.142,49475,733203968,8.88,53979400,31703.90625,33.0260360954,22255,3.6532113096,0.000441862303512,48632916886900,35766,9965317,5984
2016-08-04,54019524.9781,54019524.9781,46761,851992000,10.31,38151400,32856.5625,32.4119004697,21442,10.3266131171,0.00042,51089912313100,33079,10010245,6192
2016-08-05,64673156.2712,64673156.2712,43212,910856000,11.02,15487900,32232.03125,29.404612597,20389,11.0204876708,0.00042,53305074165700,31574,9261665,6065
2016-08-06,27946389.6319,27946389.6319,41487,902752000,10.92,16712600,31586.09375,26.0545090408,19233,10.9230888389,0.00042,53004484865300,30027,8759063,5978
2016-08-07,34517851.8044,34517851.8044,42955,898339968,10.86,16551000,32294.84375,27.6960324326,19758,10.854506729,0.00042,53577776788000,30963,8952576,6077
2016-08-08,32111821.3567,32111821.3567,42984,903184000,10.91,14956700,32175.9375,53.896575426,19723,10.9096610896,0.00042,54810196442900,30370,9111556,6059
2016-08-09,62882051.3417,62882051.3417,47057,933430976,11.27,36656600,32666.40625,31.4768203967,21993,11.2652859354,0.00042,56754741398800,32784,9757894,6130
2016-08-10,85341966.7971,85341966.7971,46290,1012910016,12.23,28096300,32162.96875,33.4222422815,20364,10.9819757758,0.00042,58859667311500,31196,9727492,6054
2016-08-11,71334397.7818,71334397.7818,48171,1005720000,12.14,17505000,32196.09375,32.0867216427,21934,9.7319807404,0.00042,60119489659400,33572,9833228,6068
2016-08-12,41713839.9514,41713839.9514,44400,968865024,11.69,13690100,32112.03125,30.1998667709,19483,6.95224797436,0.0004216,60031378269400,30275,9375881,6014
2016-08-13,42667977.4534,42667977.4534,41088,975998976,11.77,7539490,31998.90625,25.0778138471,19017,7.5858202013,0.00042,59674470740200,28840,8631433,6032
2016-08-14,26141303.7207,26141303.7207,40577,960854976,11.58,8680160,31965.15625,24.1981188808,19171,11.5781470842,0.00042,59899407846700,29473,8484208,6034
2016-08-15,25505524.8679,25505524.8679,42302,929558016,11.2,7500840,32332.65625,27.1551555564,19570,9.598227408,0.00042,59513861569400,30445,8932508,6090
2016-08-16,15347731.0682,15347731.0682,48949,932161984,11.23,7051510,32037.1875,31.1642849287,20536,4.639887781,0.0004216,61567314128600,32497,9816222,6054
2016-08-17,31153302.8006,31153302.8006,44867,924590976,11.13,8833760,31994.53125,28.7017390128,19659,5.606194356,0.00042,61462888119900,30848,9207484,6009
2016-08-18,22025476.9581,22025476.9581,47799,892902976,10.75,6935800,32789.0625,36.0614908017,19252,5.2153118073,0.000437041290882,61110173225300,31253,10144520,6100
2016-08-19,16084901.4602,16084901.4602,42948,893155968,10.75,5390850,31841.40625,29.8323587496,19623,6.83031996628,0.00042,62459105280800,30589,8966549,6014
2016-08-20,28173817.5186,28173817.5186,41318,893814016,10.75,7443540,32228.125,26.6076953257,19381,7.8542111175,0.00042,63447188528500,29094,8795565,6055
2016-08-21,75489872.5329,75489872.5329,42543,936014976,11.25,4355660,32699.84375,29.0174424724,19698,8.03571428571,0.0004216,63102927461100,30034,9002869,6084
2016-08-22,37021185.2663,37021185.2663,44250,930707968,11.19,6588920,32289.6875,29.9094560932,19707,6.89613676765,0.0004216,64445867907600,31286,9272873,6078
2016-08-23,91910391.7037,91910391.7037,48430,927065024,11.14,6489380,32187.03125,72.1185708616,21172,5.5818664951,0.000469444761586,65758103112500,31859,12168935,6015
2016-08-24,18000816.7814,18000816.7814,46821,918038976,11.02,4423420,32273.4375,30.0032587804,19582,4.7634296028,0.00042,65492730197400,31418,9623992,6053
2016-08-25,13728754.4,13728754.4,49868,918977024,11.03,8552380,32135.625,32.4829039281,21111,3.87342974051,0.00042,67337962999700,33155,10135782,6094
2016-08-26,38355787.796,38355787.796,47292,946092032,11.35,5857850,31871.40625,31.5759359478,19678,4.4120362052,0.00042,70034672663900,30805,9668886,6006
2016-08-27,13068408.008,13068408.008,47938,941585024,11.29,15108400,32306.40625,28.5799392376,19501,4.68210713463,0.00042,69019820278700,32450,9639064,6076
2016-08-28,12006959.7789,12006959.7789,42607,929689984,11.15,5303040,32024.21875,25.7272567154,19829,10.0073249725,0.00042,68797829802100,30237,8754814,6035
2016-08-29,17607529.3152,17607529.3152,45510,910697984,10.92,8130540,31930.15625,29.4068966774,20791,3.756935364,0.000429350948534,68147882283400,30248,9454683,6014
2016-08-30,11298982.5901,11298982.5901,46979,917473984,10.99,7221260,31871.09375,32.2463765944,19916,4.6171974884,0.00042,68219697735000,31302,9737068,6026
2016-08-31,15921783.6385,15921783.6385,45846,938406016,11.24,11073700,32138.28125,29.9976642563,21450,7.801413116,0.00042,69058725654700,32472,9340080,6073
2016-09-01,30292602.7303,30292602.7303,47491,974844032,11.67,24051500,31744.6875,31.7436559422,21667,11.6401248,0.0004216,70595857020700,33094,9479833,5989
2016-09-02,29065564.8364,29065564.8364,55413,999756992,11.96,9368300,32384.0625,45.2298779712,21087,2.51385585493,0.000458,70130151569600,31417,11261873,6088
2016-09-03,21571252.8005,21571252.8005,44792,1012579968,12.11,13358800,31495.9375,27.1807498054,19983,8.64353688865,0.00042,68510100107500,31314,9001550,5949
2016-09-04,23398460.5297,23398460.5297,48128,982952000,11.75,7220550,31859.6875,49.336067762,19903,5.52040464845,0.000485819640348,65871410022800,30774,10354564,6023
2016-09-05,11993013.4769,11993013.4769,42667,977169024,11.68,5724100,32194.0625,28.6288674638,19959,10.6097298304,0.00042,67661361367200,30757,9186148,6076
2016-09-06,16198268.8274,16198268.8274,49102,981302976,11.73,6346330,31681.40625,33.3802667258,20369,4.30045829345,0.00042,68158019829500,32477,10321878,5993
2016-09-07,13497186.1568,13497186.1568,48701,979086976,11.69,6115050,32267.8125,34.199424352,19322,2.28565710859,0.000458,68604908925700,30015,10353167,6118
2016-09-08,23302973.0828,23302973.0828,55970,967009984,11.55,11535000,31908.59375,41.2065397787,22083,2.64860637277,0.000458,68487010668100,34589,11428668,6016
2016-09-09,9450969.76624,9450969.76624,53918,956209984,11.41,6109200,32216.875,41.8968790074,20205,2.52356086627,0.000447893435045,68267961806400,32805,11257470,6074
2016-09-10,9079779.15698,9079779.15698,42875,977515008,11.66,7220300,31830.625,27.4070633415,19825,8.3430513496,0.00042,69729338832200,30257,9048428,5999
2016-09-11,13623204.6977,13623204.6977,43345,1023640000,12.21,8791180,32352.96875,28.5480457112,20444,12.2053493331,0.00042,71177645474000,31099,8897383,6093
2016-09-12,14137423.8072,14137423.8072,45123,976644992,11.64,7478080,32237.03125,35.0299990119,20885,7.3048789488,0.00042596,71225398356100,31327,9609842,6063
2016-09-13,15061356.0113,15061356.0113,42591,997638016,11.89,11704300,31904.84375,30.3921718439,20413,11.8595616,0.00042,71654132181900,30177,8987933,6003
2016-09-14,12066099.1352,12066099.1352,53859,999352000,11.9,5694820,32528.75,36.2993589651,20041,2.79042066222,0.00044846,72546107767700,33439,10705547,6091
2016-09-15,9928972.86085,9928972.86085,52622,1002969984,11.94,7309090,32182.8125,36.226955151,20832,2.53449101422,0.00045084,73116164184300,32790,10514943,6031
2016-09-16,57502457.0841,57502457.0841,57532,1004739968,11.96,17421500,32239.0625,46.9320136472,21105,2.78310223443,0.00044846,72645356475300,34972,12250730,6065
2016-09-17,13911527.2827,13911527.2827,46882,1055440000,12.56,7446610,32155,35.2813181503,20922,6.5057762364,0.00042,75420715213800,31518,9596799,6044
2016-09-18,22120904.5937,22120904.5937,37893,1066620032,12.69,22433300,29573.90625,29.6452623983,19346,9.97521657444,0.000420000000042,72224104055800,26578,8019989,5598
2016-09-19,14988625.5438,14988625.5438,40505,1045870016,12.44,13838800,34276.875,27.6173777105,20829,12.4706628584,0.0004216,62900571466800,29819,8594458,6409
2016-09-20,80402857.7723,80402857.7723,54067,1111810048,13.21,31929100,32492.5,32.8255675989,24174,13.21,0.00042,74757688262900,36926,10418345,6167
2016-09-21,86924835.6557,86924835.6557,44549,1214950016,14.43,28645000,32083.75,30.1721860638,20488,14.4477749686,0.00042,77929117021400,29014,9689096,6062
2016-09-22,41879118.3689,41879118.3689,52657,1150649984,13.66,27382800,31605.625,63.1461319383,17295,2.15255067285,0.000470055421689,71323356955000,28153,10781200,5746
2016-09-23,39478021.2532,39478021.2532,35219,1112589952,13.21,9166430,34276.875,49.0309313726,17913,13.2678324387,0.000780453039387,72669784730800,24272,7970487,6226
2016-09-24,25973712.333,25973712.333,43418,1122669952,13.32,9824880,33324.21875,71.029474726,18317,13.3254449012,0.000737952071052,74210960201200,26909,8968793,5877
2016-09-25,56544615.6371,56544615.6371,38713,1083510016,12.85,5283440,34394.21875,67.1402010936,17660,12.9949067515,0.000940792635762,75467953969800,25861,8689564,6267
2016-09-26,18648589.3818,18648589.3818,43514,1110700032,13.17,7213070,32127.65625,115.639205561,17634,13.1620684992,0.000998929166865,75443249396400,29634,9025683,5843
2016-09-27,23301071.1577,23301071.1577,46817,1085330048,12.86,6831070,35287.5,98.5407520975,17158,12.8619525889,0.0008739,71521862268200,27080,10053009,6053
2016-09-28,56458566.4102,56458566.4102,42797,1106329984,13.11,10239000,32403.4375,68.1326911274,18570,13.1234104532,0.000672,81378594783300,27008,9533425,6106
2016-09-29,41362547.8741,41362547.8741,40416,1121059968,13.28,5990630,32313.4375,41.279258006,17896,13.4527108488,0.00063,83711044710400,25901,8830770,6126
2016-09-30,18939702.6947,18939702.6947,35836,1104530048,13.08,5950840,31623.28125,40.2590267936,17201,13.2172534987,0.00063,83323439950600,24222,8631096,6008
2016-10-01,15717049.8505,15717049.8505,53076,1115689984,13.2,6331160,34478.59375,91.389499898,19365,5.31795772212,0.000787759670394,76304363076700,28948,10461761,5780
2016-10-02,40756771.4403,40756771.4403,51105,1114200064,13.18,4079660,35749.53125,87.475216666,20006,13.1786866409,0.000747544281798,76005234648800,29120,10235461,6068
2016-10-03,11365377.7441,11365377.7441,47672,1116600064,13.2,7458320,33282.65625,65.9275326369,18292,13.2,0.000680010108904,81560785541700,27851,10662699,6204
2016-10-04,13477534.1865,13477534.1865,56662,1137980032,13.45,8348280,32054.53125,85.3677929496,15588,1.345E-17,0.00086745854202,86513687351600,20595,13317747,6077
2016-10-05,17508351.71,17508351.71,41719,1124269952,13.28,9881370,33081.5625,64.1657444881,16326,10.0637206512,0.000510956032506,80800228891800,22547,10483362,5817
2016-10-06,16595117.5403,16595117.5403,36826,1102940032,13.03,12044800,32822.5,50.2581089005,16705,6.6093894684,0.000507258754703,83821398443600,21216,11538755,5953
2016-10-07,15880533.7998,15880533.7998,43708,1088569984,12.85,8933050,36571.25,53.5697702514,19028,12.8543380233,0.000477678365094,69907877300600,25798,24249973,5887
2016-10-08,18460428.0863,18460428.0863,37690,1073990016,12.67,11611200,36094.6875,56.3805619035,18761,12.6703438259,0.000478784362602,76211065299700,24854,33661785,6200
2016-10-09,53715078.022,53715078.022,43940,1035590016,12.22,7208480,33425.625,60.0235700606,19073,12.3335290801,0.000525,84950653919300,28695,34374267,6049
2016-10-10,55970644.4453,55970644.4453,44940,1022860032,12.06,10809200,33130.9375,54.6366896803,20222,12.0863578899,0.000504,86426737611400,29217,76872693,6041
2016-10-11,46428939.0734,46428939.0734,41053,997948992,11.76,11727700,32479.53125,39.1986546124,17385,11.7735232944,0.000507565022244,89686038468300,25284,16712801,6050
2016-10-12,56721123.1129,56721123.1129,30002,1000220032,11.78,9694640,33092.65625,44.1864631391,11625,9.70450248568,0.000526187045957,84156427637300,15415,7374951,5910
2016-10-13,17503240.293,17503240.293,32244,1011190016,11.91,8665190,34826.25,112.658501136,9197,1.1613043206,0.002519,82197610287000,11979,7985653,6114
2016-10-14,56691849.5741,56691849.5741,42006,1018390016,11.99,4333510,32913.75,75.246620265,15841,11.9740573491,0.0011679,91991159868800,22132,8512641,6079
2016-10-15,17794462.0897,17794462.0897,33662,1014280000,11.94,4991840,32207.1875,69.0827230001,12334,12.3430117155,0.00177276,95454493863900,15493,7451235,6027
2016-10-16,30777103.741,30777103.741,34990,1018540032,11.98,3617280,32930.3125,66.9971004116,14400,12.1154334208,0.001302,95167930109000,21291,7853282,6055
2016-10-17,37085258.9853,37085258.9853,38136,1016710016,11.96,5724440,32374.0625,71.5395033683,16766,11.995775989,0.00123226515542,92157415719400,24553,8204600,5959
2016-10-18,57886384.4252,57886384.4252,51898,1020529984,12,18864200,33324.0625,96.8632747236,20527,7.15409414534,0.00109376490233,92931573004200,29212,10687632,6119
2016-10-19,10640163.5814,10640163.5814,38497,1071710016,12.59,10576200,33142.1875,92.7641216228,14106,12.4499636962,0.00063982,92357987224800,18725,9458684,5774
2016-10-20,11868763.2044,11868763.2044,43438,1025619968,12.05,8170760,34536.5625,54.9449656219,20554,12.0647182451,0.000525,92824518156300,27039,9229993,6298
2016-10-21,11162192.4824,11162192.4824,57780,1033139968,12.13,5676920,32126.875,41.964566913,22989,3.26631868058,0.000525,102155718327000,41226,10513884,6097
2016-10-22,8543321.8741,8543321.8741,37772,1037849984,12.18,7583820,31702.65625,27.6596726004,18588,12.207479893,0.000525,103793607749000,24606,8196915,6041
2016-10-23,6973462.56981,6973462.56981,35364,1033969984,12.13,5774660,31331.875,26.3630368418,17438,12.1410841044,0.000501802739954,102340545721000,23359,7740363,5993
2016-10-24,10502341.2661,10502341.2661,52547,1026400000,12.04,5739690,32061.875,48.590630046,18483,4.1819508444,0.000525,101691239939000,28501,10865173,6065
2016-10-25,17985861.3947,17985861.3947,47610,1020849984,11.97,19316000,31664.53125,43.1961562985,18400,8.427736168,0.000525,104668841927000,26644,10098592,6028
2016-10-26,14289100.8052,14289100.8052,45158,971440000,11.38,10221800,31956.875,35.2891849827,18398,11.377260265,0.000525,104783609728000,27135,9446608,6096
2016-10-27,14501883.7328,14501883.7328,44353,984361024,11.53,13255400,31445,33.3442909451,18312,11.53,0.000525,104658825475000,27178,9135251,6018
2016-10-28,21256291.3943,21256291.3943,41522,979916032,11.47,13971500,31079.0625,35.8920813422,18205,11.4835101597,0.000525,101735271148000,26693,8749443,5943
2016-10-29,27751984.4766,27751984.4766,40011,948270976,11.1,27070400,29625.78125,31.1224817689,16900,11.1159698822,0.000525,85036314589200,25258,8283248,5668
2016-10-30,33963690.5227,33963690.5227,39435,891164032,10.43,16694900,31964.21875,30.5914776705,15097,10.4322442231,0.000483,76369898449200,25081,8618527,6059
2016-10-31,16860614.3386,16860614.3386,45031,960008000,11.23,13393900,32021.25,33.4148255304,19725,11.2366546311,0.000525,81664327622900,30445,9355549,6092
2016-11-01,53735964.4874,53735964.4874,49025,937123008,10.96,22901300,30498.4375,41.1926858898,20014,5.8354264432,0.000525,73350829771600,29295,9859515,5839
2016-11-02,87183664.1339,87183664.1339,43519,921691008,10.77,11691700,31142.03125,29.1975357372,20912,6.89146821171,0.000477125101131,64719068491400,29107,8908198,5952
2016-11-03,208224178.43,208224178.43,42346,924097024,10.8,15228600,31215.9375,29.7031402679,19178,10.8,0.000481005,61514730699700,26673,8749809,5950
2016-11-04,19408137.3169,19408137.3169,32572,926129024,10.82,9958040,30923.59375,21.7013637406,13169,10.8779937275,0.0004581,57159503514600,21615,7451728,5904
2016-11-05,12613429.4551,12613429.4551,37690,950212992,11.09,5502670,31424.53125,24.5980636757,16308,11.09,0.000490577973753,53005065702800,26502,8142425,5996
2016-11-06,8054549.78562,8054549.78562,34391,941729024,10.99,5688710,31800.15625,23.2827188812,14775,11.0124948926,0.000468544082013,51646857812100,23452,7805519,6054
2016-11-07,9309641.14139,9309641.14139,41941,934536000,10.9,5992480,33259.0625,29.0298231322,17920,10.902597778,0.000477317464242,58599219756600,28813,8837323,6315
2016-11-08,9612064.16438,9612064.16438,41569,930345024,10.85,6258150,32327.1875,31.4683431288,16644,10.8710287105,0.000483016561335,67264445718700,27961,9090158,6159
2016-11-09,37536864.3561,37536864.3561,40517,928062976,10.82,14606600,31002.34375,34.9854255859,17125,10.8602958572,0.000460779843909,68500747666700,27044,8790409,5924
2016-11-10,16581231.2373,16581231.2373,40164,915939968,10.67,4253980,31210.78125,35.3774355682,15687,10.6704725776,0.000499546025643,62531737964000,25968,8903249,5966
2016-11-11,64727216.2458,64727216.2458,41070,902478976,10.51,6056300,31339.375,44.235781586,17429,10.5128339587,0.000481225646748,60581959748700,25872,8761707,5992
2016-11-12,17466530.9923,17466530.9923,40882,883779968,10.29,10052500,31950,30.7177583947,16062,10.2969767587,0.000501390449954,60465042409000,27343,8678896,6086
2016-11-13,19494618.6212,19494618.6212,43673,849342016,9.89,8227770,32424.21875,33.9264709621,17386,9.89,0.000512850635554,64651085122100,29178,9105772,6203
2016-11-14,6847016.14238,6847016.14238,43876,867755008,10.1,3573250,31884.21875,38.3145625685,15700,10.0931987146,0.000525,68109469050600,26584,9561860,6067
2016-11-15,12741996.8211,12741996.8211,45330,857222976,9.97,6557550,31437.03125,37.0273981022,16874,9.93346548335,0.000502026567672,69609625808800,27819,9473710,6006
2016-11-16,14038210.7895,14038210.7895,41684,878609984,10.22,9533550,31581.40625,34.924240184,15617,10.2239758085,0.000505082399977,67942982634500,26142,8955289,6045
2016-11-17,43353911.556,43353911.556,40738,865393024,10.06,6984700,30808.59375,30.4288000137,15676,10.06,0.000497715168328,66530412520200,25703,8660676,5868
2016-11-18,13836242.6979,13836242.6979,43785,859571008,9.99,10816100,33100.78125,34.7011694881,16188,9.99149223992,0.000496787535848,66438055411700,27551,9518773,6289
2016-11-19,11719678.9686,11719678.9686,39289,816380032,9.48,5186540,32331.09375,27.9002168261,15537,9.4879183414,0.000507418199954,71949014865600,25456,8457617,6150
2016-11-20,8627110.34371,8627110.34371,42125,832049984,9.66,5173420,32456.40625,32.596468833,16203,9.66173595634,0.000486879370908,78335266346300,26644,9100955,6179
2016-11-21,8239807.33629,8239807.33629,42735,825380992,9.58,3663210,31815.3125,35.2515116807,15917,9.58125960664,0.000525,84449596012000,26127,9337189,6073
2016-11-22,43203320.4244,43203320.4244,53585,829616000,9.63,11284400,31177.5,38.0948458054,29346,1.96705682807,0.000452689042659,81077735124400,38663,10114481,5922
2016-11-23,25403038.7614,25403038.7614,64289,855265024,9.92,4812310,32621.875,82.2290779713,38705,0.59066034875,0.000488939142943,75589241102600,50973,11381982,5837
2016-11-24,10571229.2136,10571229.2136,36861,849228992,9.85,15987800,32401.40625,58.8932924112,15830,9.85216607885,0.00059657,68111219919400,24506,8418960,5914
2016-11-25,15196123.0011,15196123.0011,58075,796268032,9.23,7669720,33431.71875,59.8097480438,29250,0.032413881145,0.00042,65986567593800,41425,10798914,6111
2016-11-26,7814814.72917,7814814.72917,40804,812795008,9.42,3505990,32496.5625,72.5988812305,14432,7.47870532675,0.000525,69017176974800,23363,8912450,5938
2016-11-27,8255542.46902,8255542.46902,44449,804084992,9.31,8707660,33706.71875,114.916050187,15707,3.325962122,0.000546,65524158428100,24418,10123799,5945
2016-11-28,8779813.05832,8779813.05832,48388,777310976,9,6046890,33939.84375,122.219275573,16448,3.71216988381,0.000573827943885,67649540618300,26169,10458762,6042
2016-11-29,15075193.5896,15075193.5896,47036,754307008,8.73,17000400,32977.96875,101.589444819,15073,4.32789049643,0.000546,69010302114800,24743,10133825,5988
2016-11-30,12406868.674,12406868.674,39178,705040000,8.16,10626600,31840,35.3198401469,16227,5.216410152,0.000466079905662,69284299604400,24680,13386865,6061
2016-12-01,10385233.2026,10385233.2026,37121,743881984,8.6,5882340,31748.28125,27.2231365201,14721,8.60905647127,0.000460499681418,70310041002400,23088,8524661,6057
2016-12-02,32253299.0858,32253299.0858,41642,731520000,8.46,18579800,31796.40625,28.0817572198,16562,8.4621671136,0.000495747623154,71265485462800,26248,8878910,6075
2016-12-03,42689211.2635,42689211.2635,41357,672137984,7.77,12112100,32116.40625,25.9100851966,16479,7.77625038507,0.000458,74252936273600,27069,8651268,6160
2016-12-04,15324892.4631,15324892.4631,39643,684257984,7.9,8450790,31172.5,26.2590678523,16950,6.80960925074,0.0004589,75672242806000,23869,8395771,5983
2016-12-05,31464505.0009,31464505.0009,41613,641820032,7.41,17344500,31231.5625,31.2602277787,15888,7.41172887806,0.000463847999958,73600849613800,26186,8954622,6004
2016-12-06,51446427.8957,51446427.8957,48200,589548032,6.8,50671200,31978.75,34.7241903622,18102,6.79773828527,0.0004589,71207341778900,29491,9833498,6089
2016-12-07,23919664.6839,23919664.6839,41757,684257984,7.89,22229600,31710.625,34.9868308934,14961,7.886423463,0.000505478349954,73643047177200,24918,9247128,6073
2016-12-08,25689189.2674,25689189.2674,39587,726878016,8.38,16042700,32094.0625,792.488980473,15099,8.38366270423,0.0004589,76369350675000,25701,8670927,6125
2016-12-09,24097496.7423,24097496.7423,41444,708467968,8.17,12916300,31660.625,31.4279448317,16048,8.17805860662,0.0004589,79280439330300,27646,9087681,6050
2016-12-10,13402336.8312,13402336.8312,40564,732172992,8.44,8108370,31676.40625,29.0273164597,14656,8.44407004785,0.00044846,80985310483700,26930,8673276,6075
2016-12-11,16394748.1153,16394748.1153,39164,705363008,8.13,5545500,31778.90625,36.8028247524,15178,8.13306551099,0.000456616521291,82937850219000,25688,10250128,6098
2016-12-12,11024420.449,11024420.449,38741,711347968,8.19,9119700,31342.5,31.2366663,15806,8.19543800509,0.000471368355696,80878029547000,26515,8860594,5999
2016-12-13,10830255.7279,10830255.7279,44664,740099008,8.52,4486190,31810,30.9644513838,14432,4.5324858093,0.0004589,82224328165900,26853,9338690,6070
2016-12-14,10115934.6785,10115934.6785,47294,734382016,8.45,7337220,31850.46875,34.8866533789,16375,3.40244522629,0.0004589,81678014786200,27311,11158807,6080
2016-12-15,19497295.1917,19497295.1917,46102,715860992,8.24,13184400,31367.8125,34.4278676072,17354,4.54111085264,0.000458,82533566446700,27070,9491554,6001
2016-12-16,13328182.2707,13328182.2707,43953,683398976,7.86,5178610,31756.40625,30.5943881546,16138,4.57418510649,0.0004589,84138040153500,27850,9149015,6075
2016-12-17,27058423.4424,27058423.4424,39442,683356992,7.86,8502620,31962.34375,32.8017007862,14797,7.8587655084,0.00044846,84534055963900,25138,8671716,6116
2016-12-18,18372151.7748,18372151.7748,36640,684028032,7.86,5890020,31889.375,27.7232465599,13464,7.86706432221,0.0004216,87759902841900,23236,8201083,6096
2016-12-19,12989736.1744,12989736.1744,45599,685054016,7.87,5894760,31473.59375,36.451357769,16636,4.00969103774,0.00047911061184,88901803448100,28807,9749227,6032
2016-12-20,12081651.7901,12081651.7901,44241,664771968,7.63,6313550,31668.90625,43.9015974653,16565,5.23591862034,0.000471682606353,90508375478300,27918,9324331,6069
2016-12-21,20158263.6726,20158263.6726,50793,667625024,7.66,9393550,31592.96875,54.7473654027,15833,3.41581797344,0.000525,90111207881600,28654,10739911,6070
2016-12-22,30446490.5652,30446490.5652,55173,688380032,7.9,16376700,31074.0625,38.8444055975,22941,1.70879965309,0.0004589,88551562938900,34402,10493957,5956
2016-12-23,61252501.9729,61252501.9729,44391,660545984,7.58,19613100,31117.34375,29.6736691896,17168,7.40095981253,0.000458,82165845261700,28475,9061791,5954
2016-12-24,17762421.75,17762421.75,37757,623758976,7.15,7626020,31326.875,25.8175253491,15111,7.15099796123,0.000458,76928058048300,25638,8173484,6006
2016-12-25,8936735.84396,8936735.84396,36601,633792000,7.26,8671840,32008.4375,24.21790154,13704,7.2629062506,0.000458,78749733949100,24242,8066811,6127
2016-12-26,7331349.8358,7331349.8358,34565,622438976,7.13,5836810,31644.6875,23.1204130102,13756,7.1365727192,0.000441942973815,82528379445000,23100,7850099,6066
2016-12-27,13452262.8525,13452262.8525,42370,635260032,7.28,8778610,31222.8125,36.3981345765,14342,5.02439800614,0.0004589,80947196169400,25358,9345758,5998
2016-12-28,24089297.7356,24089297.7356,43386,624358976,7.15,17453300,31575.15625,31.5753044266,15070,4.7322821892,0.0004589,79482363279100,26662,9268709,6056
2016-12-29,39902376.961,39902376.961,46546,658673984,7.54,27543800,31818.75,40.7002932065,15051,7.5318191,0.000468734510958,78498064490400,28266,10208087,6082
2016-12-30,29853422.0041,29853422.0041,44561,724528000,8.29,13909900,31681.5625,44.8109107657,15525,4.53596662744,0.000458,78996386045400,27018,9839110,6063
2016-12-31,53726116.4825,53726116.4825,41220,712662016,8.15,9066800,31228.125,28.5988008057,15515,8.1516128553,0.000458,81073024515400,27479,9254746,5993
2017-01-01,18688636.4464,18688636.4464,38730,698148992,7.98,14731700,31748.28125,25.2622248542,13791,7.98527575185,0.00045682728462,79895312719900,25012,8495493,6111
2017-01-02,25339810.9195,25339810.9195,39652,714899968,8.17,14579600,31527.03125,28.1183410555,15040,8.17140175766,0.0004589,80590621394800,25391,8834217,6058
2017-01-03,46741888.875,46741888.875,45883,732988032,8.37,33625200,31527.03125,40.2453430987,14620,5.4836090991,0.000525,80544805734300,26440,9821769,6035
2017-01-04,85469545.6435,85469545.6435,50673,850115008,9.71,41051200,32099.53125,39.5045834366,17699,9.71631768162,0.0004589,87318226210600,31528,10544908,6141
2017-01-05,101340691.242,101340691.242,49596,988598976,11.29,41557400,31817.03125,34.8575779035,18569,11.292326488,0.000465756825723,90095806751400,30881,10206028,6091
2017-01-06,83384880.1903,83384880.1903,43804,901249024,10.29,29471800,31359.53125,31.3190764023,16840,10.3010548244,0.0004442,91836668487700,28678,9569459,6009
2017-01-07,50467964.7556,50467964.7556,43622,897635968,10.24,23153600,31895,30.1844940738,16370,10.2477740032,0.000460245802317,93445343692900,27792,9590295,6108
2017-01-08,27209958.3802,27209958.3802,42727,865667008,9.87,16676600,31684.375,33.0242278321,15462,9.8697495981,0.000500841129201,94533533369400,26755,9459007,6074
2017-01-09,52025807.2253,52025807.2253,46188,904681984,10.31,25718300,31750.3125,35.9191696901,17026,10.3128296755,0.000484094962596,97381935320000,29358,9703372,6082
2017-01-10,50526970.3691,50526970.3691,48179,909897024,10.37,10879700,31349.375,38.7094040139,16046,6.22523587567,0.0005084,98721760527700,27989,10165883,6030
2017-01-11,51545553.4206,51545553.4206,45221,925320000,10.54,26823500,31522.96875,34.6341343072,16125,10.5430038546,0.0004589,99095850029300,28880,9623613,6047
2017-01-12,48164129.5347,48164129.5347,50589,853638016,9.72,30453800,31556.71875,37.0830606608,17454,4.86,0.00047447251887,99976126609100,30060,10275295,6056
2017-01-13,28311015.7273,28311015.7273,50833,863241024,9.83,25066600,31730.3125,35.7827319837,16636,3.27222044458,0.000462671999958,101355721747000,29266,10556817,6106
2017-01-14,11548813.2648,11548813.2648,42044,859971008,9.79,20085800,31478.125,28.7393233594,15773,9.22902742991,0.00044846,102517316099000,26616,9096446,6067
2017-01-15,6619663.62764,6619663.62764,41748,864036992,9.83,14837900,31702.03125,29.981494276,15987,4.86964386316,0.000458,103641292599000,26628,9113963,6085
2017-01-16,9263945.39795,9263945.39795,45375,869126016,9.88,14937400,31540.3125,32.5237134072,16691,9.88011642311,0.000456810697854,104133864756000,28878,9530705,6052
